index,timestamp,username,comment,likes,replycount
412,2020-05-31T17:30:01Z,PinKY RajBanC,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m28s"">0:28</a> background baby cow get scared",18,0
413,2020-05-30T07:03:47Z,Roshan Vivek,Who seeing this in the lockdown,0,0
414,2020-05-29T16:33:58Z,sathish .p,What kinda sound is that whoooo 🤣🤣🤣,0,0
415,2020-05-29T05:46:30Z,Vigneshwar Venkatakrishnan,Watch it in slow motion😂😂the maari swag theme looks comical😂😂,1,0
416,2020-05-28T03:24:43Z,Shareef Kumar,😂,0,0
417,2020-05-27T08:14:01Z,I Avoid To Reply To Fools!🙄,The face and lungi combined reactiom is🤣,1,0
418,2020-05-26T07:42:22Z,santosh gowda,Alla kanro sule makla.. kannada davar agi videos alli tamil Hindi and English matra use madtiralla..kannada nu matadri,0,0
419,2020-05-26T04:03:01Z,Jeelani Fathima,"Ur video is 40 seconds <br>Advertisement before Ur video is <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=4m44s"">4:44</a> minutes 😤",1,0
420,2020-05-23T09:53:21Z,Tripura R,His expressions lol 😂,0,0
421,2020-05-23T01:08:02Z,TEJOMAYA,I liked ur hairstyle BBOYNASI..,0,0
422,2020-05-22T13:09:00Z,Nikshay Chugh,Them: breaks pot<br>Him: wheezes a &#39;yeehaw&#39; while his slipper falls off<br>Me: ^     ^<br>           V,13,0
423,2020-05-22T09:07:44Z,M S CHARY,So short?????,0,0
424,2020-05-20T10:22:49Z,ShamGagan Sid,@Jordindian prove that length of the video doesn&#39;t matter but the quality matters,0,0
425,2020-05-19T06:30:45Z,don't mess with jisoo !! 🚀,The most hilarious one still ..,2,0
426,2020-05-19T05:57:41Z,Albin Sunny,😂😂😂😂😂,0,0
427,2020-05-18T13:17:35Z,Dr Prashanth C,Soooper 🤣🤣,0,0
428,2020-05-18T07:27:24Z,shriya.k blue_concret,Omg 😆🤣🤣🤣😂,0,0
429,2020-05-07T12:17:46Z,Jenn Jack,🤣 broke the frigging pot,0,0
430,2020-05-06T14:01:21Z,ayesha shaikh,Nasser😂😂,0,0
431,2020-04-30T14:59:23Z,The Random Inventor TRI 2.0,Stupid channel😠😠😠😠😡😡😡😡👿👿👿😡👺💀👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,0,0
432,2020-04-24T03:15:42Z,ABHIGNA BANDALUPPI,😂😂😂😂😂,0,0
433,2020-04-23T08:13:23Z,andrewsplayhouse,Hahaha,0,0
434,2020-04-13T21:16:56Z,Abhishek,Don&#39;t judge Indian&#39;s ok,1,0
435,2020-04-13T09:53:10Z,Rushikesh Khore,You guys are hilarious 😂😂😂,0,0
436,2020-04-09T15:42:56Z,DiptySharma,Wait........is there any BTS ARMY who likes jordindian like me?,0,0
437,2020-03-30T07:57:17Z,Beat n Beats,man,1,0
438,2020-03-26T09:39:07Z,Puneet,Look at nasers face and hair😆,0,0
439,2020-03-25T14:06:57Z,Manideepa Banerjee,Lmao this is so accurate,0,0
440,2020-03-23T07:42:07Z,Allen Joseph,Please make longer and more interesting videos,1,0
441,2020-03-18T19:20:43Z,anandhu murali,Adipoli,0,0
442,2020-03-18T08:10:28Z,Danny Wilson,Drop it like it&#39;s hot😂,0,0
443,2020-03-17T13:31:10Z,Rudransh Gaur,Guys not only is this hilarious but u also have an amazing thought process. I’ve been trying to think of ideas for stuff like this to make a youtube channel and whatever i think u guys have done it!!! I mean amazing man i truly respect your talents!!,0,0
444,2020-03-17T03:09:07Z,Ankit_A. Hembrom,😂😂😂...,0,0
445,2020-03-13T09:20:31Z,Alice Mammen,Indian skills...,0,0
446,2020-03-09T13:54:20Z,Tanveer Ahmed,Crazy YouTube recommendation,0,0
447,2020-03-09T03:45:46Z,M suharika Reddy,😁😂,0,0
448,2020-03-07T20:46:48Z,VIMAL LALA,That hairstyle though 😂😂😂,0,0
449,2020-03-07T02:39:49Z,ramu m,"Lol @<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a> guy behind them",0,0
450,2020-03-05T07:31:50Z,Aarushi,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m28s"">0:28</a> Notice that even the cow wants to run😂🤣",3,0
451,2020-02-28T21:31:30Z,Yashz 8D,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a> look at the guy behind😂😂😂",174,0
452,2020-02-28T07:09:20Z,Random Guy,"Naseer reaction at <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m18s"">0:18</a> and <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a> be like : &quot;Mission Accomplished&quot;",17,0
453,2020-02-27T13:00:39Z,Midjas,Next Jordindian video: 4 seconds,0,0
454,2020-02-24T17:55:59Z,Nick Sharwin,Bro do kussu vidoe,0,0
455,2020-02-22T13:34:43Z,Rishabh Jain,First one was plastic pot,1,0
456,2020-02-20T12:57:57Z,Shruti Chadha,hahahaha,0,0
457,2020-02-18T14:18:06Z,maanya GRP,February 18th 2020?,0,0
458,2020-02-17T17:28:35Z,Mohammed Hamza,Any new videos,0,0
459,2020-02-16T21:08:50Z,Parul Shanker,Nasser ..dude your wig🤣🤣🤣🤣,0,0
460,2020-02-16T07:56:40Z,Venkatachalam Srinivasan,"Veralevelllllllll,😂😂",2,0
461,2020-02-16T03:20:21Z,bombayaviation,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a> that guy in the background 🤣🤣",10,0
462,2020-02-15T16:40:18Z,Shy_Camx,i do five bottle flips in a chair lol 😂,0,0
463,2020-02-14T08:56:15Z,Vincent A J,This video  is too short,0,0
464,2020-02-11T02:24:23Z,Deepu,Small but funny,0,0
465,2020-02-06T11:03:43Z,Afia Begum,Ugh...that was long...maybe you guys should try making shorter videos...,0,0
466,2020-02-05T18:00:10Z,RHG XJ,"Families and the love that keeps them strong must be cultivated like a garden, with time, effort, and patience.",0,0
467,2020-02-05T15:07:51Z,shubhangi joshi,So short,0,0
468,2020-01-30T05:26:24Z,Niran 316,The ad was longer than the video lmao,0,0
469,2020-01-23T17:42:23Z,Rithika Joannah,The maari sound track 😂😂,0,0
470,2020-01-23T12:50:51Z,Siva Kumar,Anyone 2020?,0,0
471,2020-01-16T10:59:22Z,mallika ram,🤣🤣🤣🤣couldn&#39;t stop laughing,0,0
472,2020-01-12T10:55:20Z,Shreyansh Tiwari,Okay tell me honestly how many pots were destroyed in making this video,0,0
473,2020-01-12T09:31:04Z,basavaraja patil,ಸೂಪರ್,0,0
474,2020-01-11T08:52:20Z,Visharath Venkat,2020 anyone ?,0,0
475,2020-01-09T17:40:54Z,57.Gautham C.G.,Watching in 2020,0,0
476,2020-01-08T11:07:07Z,Megha Shastry,Looool,0,0
477,2020-01-07T13:43:17Z,Jorde De Guzmann,Lmfao,0,0
478,2020-01-05T09:35:06Z,Dark Vision 243,Anyone in 2020 😜,0,0
479,2020-01-03T14:17:47Z,Cyber,That was it??<br><br><br><br>40 00 sec <br><br><br><br>😂,0,0
480,2020-01-01T15:15:49Z,Santdas Wadhwani,Oh my gosh !😂😂😂😂😂😂😂😂😂😂😂😂😂,0,0
481,2020-01-01T10:53:02Z,Amy world,Anyone in 2020,0,0
482,2020-01-01T01:08:11Z,Arka Satpathi,Happy New Year,0,0
483,2019-12-31T12:40:25Z,Savyasachi online,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m23s"">0:23</a> what is the guy in the background saying?",0,1
483(1),2020-01-01T07:49:09Z,Rick astley's microphone,"""omg my water !!""",0,0
484,2019-12-28T11:59:23Z,sanmathiin,Pretty small video!,0,0
485,2019-12-27T22:05:59Z,Ved Bathina,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m26s"">0:26</a>!! what is the guy doing? Waw",0,0
486,2019-12-18T09:11:49Z,Jarsheeda Ameer,Jordindian make your theme song,0,0
487,2019-12-14T04:18:08Z,Laxman Mahato,Part 2,0,0
488,2019-12-06T14:30:45Z,Pranav Vishwakarma,I live in India,0,0
489,2019-12-04T04:03:56Z,Lam K,Sasuke?!,0,0
490,2019-11-28T17:44:22Z,Manisha Dev,We need bloopers for this,0,0
491,2019-11-28T17:44:11Z,Manisha Dev,Your scared the calf standing there. Pavam adhu.,1,0
492,2019-11-26T13:52:21Z,Fateenxd,LOL,0,0
493,2019-11-25T04:06:24Z,RAMYASHREE P M,Can&#39;t stop watching it 🤣🤣🤣,0,0
494,2019-11-24T05:14:36Z,DINESH GADA,Oho,0,0
495,2019-11-21T18:39:22Z,Filmy Strain,😂😂😂😂,0,0
496,2019-11-18T04:39:18Z,Yaha,"Here is our team experimenting with flip the bottle game <a href=""https://youtu.be/7_2vBoI7Urk"">https://youtu.be/7_2vBoI7Urk</a>",0,0
497,2019-11-17T16:35:33Z,Dr. Keziah Sabu,😂😂😂😂😂😂😂😂😂😂😂,0,0
498,2019-11-17T08:28:12Z,Meyyarasan M,Indians..,0,0
499,2019-11-07T09:05:58Z,Peanut,"Look at that goat <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m28s"">0:28</a> 🤣🤣🤣🤣",0,1
499(1),2019-12-03T13:30:44Z,Alien skin,Thats calf,0,0
500,2019-11-04T19:14:54Z,Jabez Reji,Random in YouTube recommendation..,0,0
501,2019-11-03T14:23:16Z,Pallavi Pal,So awesome....,0,0
502,2019-11-03T09:30:18Z,Cover,😂🤣🤣🤣,0,0
503,2019-11-02T14:25:21Z,Oscar Clan,LMFAO,0,0
504,2019-10-28T01:57:11Z,Dilumi Amarasinghe,How do y’all do these 😂 so funny,0,0
505,2019-10-18T08:16:49Z,Pk Chongloi,My fav.,0,0
506,2019-10-12T08:51:58Z,blah blah shut up,Nasser&#39;s slippers came off LOL.,1,0
507,2019-10-11T05:38:50Z,Hemavathi A.V,2019?,1,0
508,2019-10-11T02:26:54Z,Harshith THE GREAT,🤣🤣,0,0
509,2019-10-07T19:52:06Z,Arshiya shariff 06,👏👌👍😂😂😂,1,0
510,2019-10-06T15:34:29Z,Papa Stalin,Indians have a different level of swag,0,0
511,2019-10-03T14:44:15Z,Bharath Kb,That&#39;s too funny..😂😂😂🤣🤣,0,0
512,2019-10-03T03:04:43Z,ASWASTRA,Anyone October????,0,0
513,2019-10-02T11:38:36Z,SA Gaming,I love that way when speaks indian. In the end,8,0
514,2019-10-02T03:49:41Z,Boruto Uzumaki,I think this is the 10000th time I&#39;m watching this,0,0
515,2019-09-28T05:31:47Z,Kushida Haarath,I have seen it so many times and I don&#39;t get bored at all,0,0
516,2019-09-26T12:56:12Z,DebX,LoL ...u guys are the best 😅😂🤣,0,0
517,2019-09-22T11:19:40Z,Ashwath M,super bro it was really super nd nic,0,0
518,2019-09-20T14:39:55Z,sainath,<b>THAT</b> <b>HAIRSTYLE</b> <b>THOUGH</b> 😂😂,2,0
519,2019-09-19T19:17:57Z,tech dreams,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a> his such an nice actor.",2,0
520,2019-09-17T15:49:33Z,Ashwin Vinith,2.6M views!!!,1,0
521,2019-09-17T09:27:01Z,Jaya Devi,"That sound at <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m27s"">0:27</a>",0,0
522,2019-09-16T14:31:37Z,Prithvi Rajan,Back when they were funny,1,0
523,2019-09-12T07:05:14Z,zeenath naik,I can stop watching this video again and again 😂😂😂,0,3
523(1),2019-12-19T09:38:22Z,Realeyes,@zeenath naik 🤦‍♂️,0,0
523(2),2019-10-30T18:07:04Z,zeenath naik,Shut up!,0,0
523(3),2019-10-28T05:59:31Z,Realeyes,So stop na,0,0
524,2019-09-12T02:44:37Z,a r,Nasir bhai hairstyle wow..... u look like a jak.....,0,0
525,2019-09-12T02:41:30Z,a r,Love u guys.... Vera level maga....,0,0
526,2019-09-11T18:33:06Z,Praveen Saini,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m15s"">0:15</a> &quot;Radhe&quot; from Tere Naam",195,3
526(1),2021-03-21T05:35:39Z,Laiba,🤣🤣🤣🤣💯💯,2,0
526(2),2020-10-07T19:15:36Z,THALAPTHY AND BTS ARMY FOREVER,@Rehaan yes,3,0
526(3),2020-10-05T18:08:52Z,Rehaan,Nikhil: DoeSStuff lol tamilan❤️💯,4,0
527,2019-09-11T09:22:03Z,mumbai maestro,Who&#39;s that celeb on the couch?0.03sec,0,0
528,2019-09-08T07:08:56Z,Pankaj Jagat,so small.. so funny,0,0
529,2019-09-04T09:03:44Z,Dr. Pallavi Sharma,"Did anyone noticed that man behind....😂😂 At <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a>",0,0
530,2019-09-04T08:17:03Z,M.VIJITH,Semma Bro... Soooooper.. 200 percentage funny..,0,0
531,2019-09-03T16:19:10Z,Dr. HARISHA. B.S.,0.24 ahh run maccha Haha lol lol super scene loved it itthai itthai itavutai super this should be posted on social media and get oscar right it true like the comment of false dislike it,0,0
532,2019-09-03T14:47:53Z,Kalpana Balasubramanian,The bg music made it more funny 🤣🤣😂😂,0,0
533,2019-09-03T07:34:03Z,Sree Madi,🤣👍,0,0
534,2019-08-23T15:34:10Z,lakshita sharma,Everytime I watch it it reminds me why Jordindian is my favourite,0,0
535,2019-08-23T15:08:00Z,Tanush Sathiyaseelan,That song is super good,0,0
536,2019-08-20T15:44:25Z,Tasmia Zakariah,"At first, I wondered why everyone was watching it like 10th / 100th times?! Then I saw it for the 7th times! And now, I found my answer! 😂😂😂",0,0
537,2019-08-18T08:42:02Z,hari oham.T,Bro your tamil,0,0
538,2019-08-12T07:19:55Z,Debasish Chakraborty,The last one is best,0,0
539,2019-08-11T15:25:41Z,Girdhari Ram,What hilarious idea can be of bottle cap challenge?,0,0
540,2019-08-02T20:57:51Z,Music Is my soul,Naser with that hairstyle and the way he shakes his head... his attitude.  lol😂😂 love both❤️,4025,15
540(1),2021-09-21T12:14:55Z,p,Bro That's A wig,0,0
540(2),2021-09-06T05:31:52Z,CHIRANTAN,Wah wah wah,0,0
540(3),2021-09-01T11:33:50Z,Jaydev Raol,😆,0,0
540(4),2021-08-26T09:17:30Z,Bitan Mandal,I love when he tries to stop his giggles,0,0
540(5),2021-07-04T11:36:33Z,Rajesh Thomas,Jordanian is idol,0,0
540(6),2021-01-31T04:38:53Z,balakrushnan dgs,So funL🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,0
540(7),2021-01-24T01:30:58Z,Sanju Yeruva,😂🤣,0,0
540(8),2020-10-19T12:14:05Z,Alex raj kumar,Same feeling,1,0
540(9),2020-10-16T10:36:43Z,Sadiq rocks,Lol 😂ya,1,0
540(10),2020-10-11T17:01:50Z,I'm Alone,😂,1,0
540(11),2020-10-08T09:17:01Z,Vaishnavi VP,Ya🤣🤣🤣🤣,1,0
540(12),2020-09-07T18:28:51Z,Music Is my soul,"@dawg  #Raa I mean, Naser and Vineeth. Both of them.😁",1,0
540(13),2020-09-07T15:47:17Z,dawg  #Raa,That's three things,1,0
540(14),2020-08-21T12:02:32Z,J S,yupp tere naam style😂😂😂,11,0
540(15),2020-07-19T07:12:16Z,𝙈𝙤𝙘𝙝𝙞 𝙜𝙞𝙧𝙡,Me too,3,0
541,2019-08-01T19:24:16Z,F@rh A.,I thought this was Tere Naam 😂😂😂,0,0
542,2019-07-31T08:03:04Z,Varun Anto,Dood u guyz are really awesome 🤣🤣🤣,0,0
543,2019-07-31T02:32:44Z,vraypm 1,Hahaha,0,0
544,2019-07-29T15:14:55Z,Alen,Is That it ?,0,0
545,2019-07-29T13:14:45Z,Ahila Afroz,That&#39;s just amazing ❤️❤️😍😍😍😍😍 dude,0,0
546,2019-07-26T14:52:53Z,psk,😂😂😂,0,0
547,2019-07-25T10:03:09Z,Vageesh P L,😂🤣,0,0
548,2019-07-23T07:26:47Z,Manvinder Aswal,Hihihi amazing,0,0
549,2019-07-23T07:01:24Z,GAMING MANIAC,Why is this still in my recommended 😂😂,1,0
550,2019-07-21T17:14:31Z,Vishaka Mitter,Our India is awsm 😎😎😁😀,0,0
551,2019-07-21T16:56:29Z,Israr,👍😂,0,0
552,2019-07-19T12:52:07Z,Rolo Reikhe,Lol,0,0
553,2019-07-18T08:40:35Z,Soma Mukhopadhyay,Savage India.,0,0
554,2019-07-17T12:17:33Z,Praveena.k,Omg that so utter funny,0,0
555,2019-07-16T08:01:05Z,Udaya Simha,Plz remove this,0,0
556,2019-07-15T06:50:56Z,Sadiq,This is what you call short and sweet. Beautiful ending,1,0
557,2019-07-14T12:01:22Z,Pranjit Saikia Gaming,2019 anyone,0,0
558,2019-07-12T14:30:54Z,sunil Kumar,😁😁😁😁😁😁😁,0,0
559,2019-07-12T12:20:16Z,username,How did u even do those flips😂😂😂,0,0
560,2019-07-11T21:24:40Z,Saeed Ahmed Bajwa,yamhada,0,0
561,2019-07-09T00:23:38Z,Corrupted_Noglin Clips,2019 Lol,0,0
562,2019-07-08T13:18:15Z,Freethinker,Unsubscribe,0,0
563,2019-07-07T13:38:08Z,Gokul Kathiravan,Do video per week to hit on Bollywood,0,0
564,2019-07-06T15:55:37Z,Aaditya Khanna,This is my 200th time watching this video,0,0
565,2019-07-05T15:48:12Z,Sahithi,Lolwa.,0,0
566,2019-07-05T08:49:11Z,MAX THROTTLER,😂,0,0
567,2019-07-04T11:08:58Z,NeelPlaysGames,This is the most hilarious video ever 😂😂😂🤣🤣,1,0
568,2019-07-03T05:44:23Z,afi umer,That wig tho 😂,0,0
569,2019-07-03T04:36:28Z,Trumpet Friday,Naser rocking the cheap Tere Naam hair do.,0,0
570,2019-06-30T10:17:32Z,Arpita Das,Naser’s face though with that hair cut and after flipping that pot!!!🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 THAT HAIR And His FACE🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,0
571,2019-06-30T04:59:37Z,Soma Mukhopadhyay,What the fuccccckkkkkkkkk......  Oh sorry !!! It was .... I mean to say what the hell.,0,0
572,2019-06-29T09:20:10Z,Ketakee Kulkarni,😂😂😂,0,0
573,2019-06-29T07:03:43Z,al,That&#39;s all ???????,0,0
574,2019-06-26T08:26:22Z,Chill Appu,😂,0,0
575,2019-06-26T04:58:16Z,soul,2019 anyone!!!,0,0
576,2019-06-25T11:09:47Z,Joel Jose,വേറെ Level❤️❤️❤️❤️❤️❤️❤️,0,0
577,2019-06-23T17:41:32Z,lee dee,Are u human or alliance every video is comming from different from one another and more important think is every one is very funny,1,0
578,2019-06-22T06:25:11Z,josephina joseph,Indian,0,0
579,2019-06-21T07:17:43Z,GrandMaster,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m28s"">0:28</a> naser stopped because of the cattle",0,0
580,2019-06-18T19:00:24Z,Shadow K,Asm,0,0
581,2019-06-18T17:11:59Z,Happy,"Wait, what about using an LPG cylinder? Many people still do it all the time.",0,0
582,2019-06-18T16:15:41Z,DeadInside97,I&#39;m dying at Naser&#39;s scream at breaking the pot,0,0
583,2019-06-17T15:03:59Z,Rakesh S,LOL 😂 😂😂😂,0,0
584,2019-06-17T11:55:04Z,uselessmf,That cow was like &quot;what the heck are these hoomans are doing?&quot;,52,0
585,2019-06-17T03:12:24Z,Kadambi Ranganathan,very  funny,0,0
586,2019-06-14T18:07:56Z,MEENU S,😃😃😃😃😃,0,0
587,2019-06-13T07:14:28Z,RJ,Wonderful,0,0
588,2019-06-12T19:40:24Z,Azhar Exodus,What the hell,0,0
589,2019-06-12T04:15:38Z,Awesome Videos,Their expression after flipping 😂😂😂😂,0,0
590,2019-06-10T14:36:13Z,Aditya Sangtani,Bhai ake aur aasi,1,0
591,2019-06-09T13:33:07Z,Camz x,Nasser&#39;s Hair tho,0,0
592,2019-06-09T11:10:18Z,SPORTS EXPRESS-BD,who just pressed the dislike button????????????????,0,0
593,2019-06-09T05:07:17Z,am.m1rxa_,😂😂😂😂😂😂😂 after watching this i cant control my laugh 😂😂😂😂😂😂😂😂😂😂 nice hair style 😂😂😂😂😂😂😂 pot is broken 😂😂😂😂😂😂😂😂😂😂,2,1
593(1),2020-02-12T05:49:27Z,Gauri Shukla,And the slippers at the end🤣🤣🤣🤣,0,0
594,2019-06-07T07:59:54Z,Paramjit Maan,😂😂😂,0,0
595,2019-06-05T07:39:51Z,Pramod Chaitanya,😂😂😂😂😂😂😂😂😂😂👌👌👌👌👌👌👌👌👌👌,0,0
596,2019-06-05T04:56:57Z,Rishabh,faadu bois!,0,0
597,2019-06-01T22:25:04Z,Savanth,OMG😂,2,0
598,2019-06-01T19:51:17Z,Saket Patra,Naser looks like Radhe Bhaiya😂,0,0
599,2019-06-01T17:33:20Z,Avin Mathew,Nailed it😆😂,0,0
600,2019-05-31T15:09:56Z,Manohar,Who loved this video smash Like 😋😄😄😄,1,0
601,2019-05-31T09:26:42Z,ANAS KHAN,Adidas,0,0
602,2019-05-31T08:43:31Z,Arpana Minj,Hehehe🤣😂😂 hmesa kuch naya funny video banate ho. I love you guys.,0,0
603,2019-05-30T19:55:58Z,vivek navada,"June 2019?😂😂😂<br><br>Number of Times I watched this video : well, to be honest I lost count after 160  (^_-)",315,5
603(1),2021-04-20T03:06:22Z,Jughead,April 2021,0,0
603(2),2020-09-06T12:59:27Z,ಶುಗರ್ ಡ್ಯಾಡಿ,September 3063,4,0
603(3),2020-08-06T04:26:27Z,Aakaash A,August 2020 😁😁,0,0
603(4),2020-07-19T05:11:53Z,𝙈𝙤𝙘𝙝𝙞 𝙜𝙞𝙧𝙡,Mee too,1,0
603(5),2019-06-13T15:00:09Z,Haseeb_ HsB,Meeeeeee,0,0
604,2019-05-30T05:51:55Z,world conquer 4 gamer,Guys...LOL,0,0
605,2019-05-30T05:51:33Z,world conquer 4 gamer,Guys...Lop,0,0
606,2019-05-29T12:19:30Z,Vivek,Who is here after watching fasting and furious?,0,0
607,2019-05-27T10:36:32Z,maybe_,😂😂🤣🤣,0,0
608,2019-05-19T15:53:12Z,Prince Rojan,Best video ever of jordindian,0,0
609,2019-05-16T14:14:45Z,Fai Tabs_246,Omg the shortest video,0,0
610,2019-05-16T10:01:24Z,SIVA,Anyone in 2k19 !?,1,0
611,2019-05-15T16:16:20Z,Pavam Gamer,Thats indian pwolapan payilu,2,0
612,2019-05-14T14:26:07Z,Shilloe,Am I the only one cracking up because of the hairstyle 😂😂😂😂😂,133,6
612(1),2020-07-19T05:13:50Z,𝙈𝙤𝙘𝙝𝙞 𝙜𝙞𝙧𝙡,Me too......that hairstyle and the way naser shakes his head is so funny,2,0
612(2),2019-10-07T19:05:11Z,Mr AD,@Aashna Ranjan  😆😆😆😆,1,0
612(3),2019-09-28T18:47:18Z,Amin Shaikh,Shivani Narendrang,0,0
612(4),2019-07-27T03:39:23Z,Nithin Mishra,@Aashna Ranjan 🤣🤣🤣,0,0
612(5),2019-07-20T17:31:51Z,Akira-kun,Wtf im seeing u everywhere,1,0
612(6),2019-06-09T09:46:18Z,Aashna Ranjan,U r not alone sis 😂😂 last one was hilarious. I literally puked.,3,0
613,2019-05-12T19:23:53Z,Rafsan Rahi,was that dinesh?,1,0
614,2019-05-12T08:49:55Z,Rahul Kumar,Epic one guys 😂😂,0,0
615,2019-05-12T03:07:59Z,Shalini Suryawanshi,Funniest of all your videos!!!!,0,0
616,2019-05-09T14:10:10Z,Arian Chowdhury,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m27s"">0:27</a> is best",3,0
617,2019-04-27T09:32:34Z,Gururaj Murud,"watched 20 times man, really getting same feeling 😂😂😂🙏🙏",14,0
618,2019-04-24T14:19:16Z,Dominic Laldawngliana,savage!!!🤣,0,0
619,2019-04-23T16:57:59Z,Vaibhav,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m23s"">0:23</a> that guy😂 behind 🙄😂😂🤔",0,0
620,2019-04-23T03:35:42Z,ABCD12345,"I discovered them in 2019, why did not I find about them earlier? They r so funny.",0,0
621,2019-04-22T17:49:07Z,combo gogoi,Hahahaaa😄😄😄,0,0
622,2019-04-22T06:59:53Z,samu music,2019??,0,0
623,2019-04-22T06:30:09Z,Rahul Gurav,It&#39;s 2019 but still laughing and rip cow,1,0
624,2019-04-17T07:33:50Z,Basil Don,Is Mr. Indian from kerala.....?,0,0
625,2019-04-17T03:52:14Z,Manji Mena,So short... 😞😔,0,0
626,2019-04-16T09:17:44Z,Partha Bhattacharya,😅😅😅😅😅😅😅😂😂😂😂😂😂😂😅😅😅😅😅😂😂😂😂😂😅😅😅😅😅😂😂😂,0,0
627,2019-04-15T08:55:49Z,ankit BisHt,One word  : FUCKKK,0,0
628,2019-04-14T14:28:33Z,Mohammad Muzmil Kabir,😂😂😂😂😂😂,0,0
629,2019-04-11T06:55:51Z,Nishan S,Who r the loosers who disliked this video,0,0
630,2019-04-10T14:47:00Z,Jessica Gandalam,Pot flipper....Then came the flying slipper***,3,0
631,2019-04-09T13:36:07Z,Veepul Rege,HahahHa 😁😁😆😆😆😋,0,0
632,2019-04-08T14:29:04Z,Jacob Cyril,"Haha that guy at <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a>",0,0
633,2019-04-07T13:54:34Z,R SRIDHAR,hair style,0,0
634,2019-04-06T18:21:11Z,Maneesha k,Nasir lookin like a fly Indian Snape 😂😂😂,2,0
635,2019-04-06T06:07:42Z,Avinash Naik,Kdkkk bro,0,0
636,2019-04-05T16:07:26Z,Albanp Ferrao,Are these guyzz from mumbai??,0,0
637,2019-04-05T15:29:29Z,Abhirami Anilkumar,😂😂😂 I can&#39;t stop laughing🤣🤣🤣🤣,1,0
638,2019-04-05T07:42:44Z,varun krishna,😂😂😂😂😂,0,0
639,2019-04-04T13:57:43Z,Click Z,the hair style hilarious,0,0
640,2019-04-04T11:56:38Z,M M Srinivas srini,How like jordindian hit like,0,0
641,2019-04-04T06:20:02Z,Lavanya K,Nasser haircut😂😂🤣,3,0
642,2019-04-02T17:51:48Z,Gopinath Unni,In the last part it was funny Jordanian is the best video ever I like it so much I am big of naser,0,0
643,2019-04-02T09:34:14Z,Mamatha Sudheer,I want the background sound from this also,0,0
644,2019-03-27T05:20:13Z,GOPI NATH,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m21s"">0:21</a> that right side guy with cow <br>He scolding jordindians",5,0
645,2019-03-26T10:05:14Z,Hema Damu,"Dude, I am a true fan of you!!!!😉😉😉",1,0
646,2019-03-23T03:26:25Z,Deepak Radhakrishna,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m20s"">0:20</a> the person behind is like, yaro gube galu madodhuke bere kelsa ella",10,3
646(1),2020-01-01T07:49:37Z,Rick astley's microphone,And I'm Kanye West.I don't understand bruh,0,0
646(2),2019-06-30T11:58:55Z,Raghuveer Sathya,Correct!!🤣🤣,0,0
646(3),2019-04-24T07:10:21Z,Dakshayini,XDXDXDXD,0,0
647,2019-03-22T15:21:42Z,Kavan Puranik,Wow! 😂,1,0
648,2019-03-18T08:24:21Z,Geraldo of Lidia,Both chaman and chu* are looking so dope,1,0
649,2019-03-17T09:30:22Z,Aarav Avinash Shingate,Funny,1,0
650,2019-03-13T14:25:30Z,Charmy Sampat,😂😂nice one,2,0
