index,timestamp,username,comment,likes,replycount
195,2020-11-02T16:10:39Z,P C,How come I didn&#39;t found you guys earlier. You guys are incredible man. Love your content and your acting.,1,0
196,2020-11-02T14:45:19Z,s akbar,WATCHING THIS IN 2020 AGAIN !!!  LOVE YOU GUYS! STILL CAN&#39;T GET OVER THIS VIDEO SO FUNNY🤣,0,0
197,2020-11-01T19:23:21Z,Vaibhav P,Okay  how many takes??😂😂💁🏻‍♂<br>N don&#39;t lie,1,0
198,2020-11-01T04:15:34Z,Shenal Perera,Naser shaking his head😂,0,0
199,2020-10-31T21:47:18Z,ASSASSIN XD GAMER,Oh yeah,0,0
200,2020-10-31T17:47:43Z,aditya kumar,Indian Leonard Hofstader and Howard Wolowitz 😂😂😂😂😂😂😂,0,0
201,2020-10-31T15:04:40Z,bluebird...,😂,0,0
202,2020-10-30T10:42:44Z,A R U N,Heyy guysss pls make a new video!!!! I can&#39;t just watching these videos over and over and over again!!!!!,1,0
203,2020-10-30T06:41:03Z,Telangana Dawath ,😂😂😂😂😂,0,0
204,2020-10-28T17:34:24Z,Avijeet Barua,The goat got scared when they were running,0,0
205,2020-10-27T10:00:08Z,HELLBOY ANIRUDH,"there is someone scolding them <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a>",0,0
206,2020-10-27T09:26:08Z,pranav nagarajan,bruh i loved Naser&#39;s hairstyle and the way he looked after he made the flipe. I watched it more than 10x!,1,0
207,2020-10-23T09:43:47Z,AshRay shetty,Who else waited for 18 second ad to watch 30sec video?,0,0
208,2020-10-22T13:25:42Z,Sandeep Chakraborty,hahahahaha,0,0
209,2020-10-22T10:32:16Z,# UNKOWN NR,His slippers slipped 🤣😂,0,0
210,2020-10-22T06:10:02Z,uchiha_joker,"<a href=""https://youtu.be/Woql1bMBJZE=THUG"">https://youtu.be/Woql1bMBJZE=THUG</a> LIFE",0,0
211,2020-10-22T04:48:46Z,Om patil,The man should be mad behind him the beep,0,0
212,2020-10-22T01:31:31Z,Programming,Don&#39;t understand y u ppl always show your country as cheap and bad,0,0
213,2020-10-21T19:03:35Z,Premium Tube Gaming,Welcome guys.. 3 yrs later amd youtube recommending us all the old jordindian vids,1,0
214,2020-10-21T13:43:34Z,Lokeshprasanth,Fact : I not searched for these video,0,0
215,2020-10-20T08:04:37Z,Suyash Bh,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,0
216,2020-10-20T07:46:04Z,Khumukcham Henry,who&#39;s here during quarantine,0,0
217,2020-10-18T07:29:23Z,meow meow,SICK 🔥🔥🔥🔥🔥🔥😂😂,0,0
218,2020-10-18T04:55:39Z,ashish krishna,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m23s"">0:23</a>",0,0
219,2020-10-16T20:58:06Z,ZerO,Adi dhool kelapitta thalaiva😂😂😂,0,0
220,2020-10-16T10:09:47Z,Ranveer Bhasin,BRUH WHY DIS IN MY RECOMMENDED LMAO,0,0
221,2020-10-16T08:32:43Z,Pavan yadav,Super,0,0
222,2020-10-16T04:17:16Z,Eh,When the ad is longer than the video itself,0,0
223,2020-10-15T14:36:36Z,Pranshi Singh,Who else is watching this in 2020??,0,0
224,2020-10-15T11:18:19Z,Dayanand Shenoy,Karu na hethsbitrallo😂😂,0,0
225,2020-10-14T21:57:43Z,ninad,I find their jokes better than Ashish chanchalani.  Don&#39;t know why are they so underrated,0,0
226,2020-10-14T12:59:41Z,James W Dias,E,0,0
227,2020-10-14T06:58:48Z,MAKISE,Naser hair,0,0
228,2020-10-14T06:22:57Z,Semina Ijam Limbu,That hair,0,0
229,2020-10-13T14:29:22Z,Shahnaz Shaikh,Naser&#39;s new look ....it was hilarious.... actually loved it 😅😂😂❤️great idea guys👍,1,0
230,2020-10-13T11:52:08Z,Adil Iqbal,Iam in 2020 now,0,0
231,2020-10-13T11:39:02Z,Sam,Y’all saw the cow tryina run after nas and beep ran!?🤣🤣,0,0
232,2020-10-13T06:27:40Z,HitSanctuary Epok,can our comment have no emojis?,0,0
233,2020-10-12T07:08:42Z,Namita Dey,Naser&#39;s expression are the reason why my dad pays the internet bills for me 😁😂,119,0
234,2020-10-12T05:40:41Z,Md_imaaz,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m23s"">0:23</a> did he said otha",0,0
235,2020-10-11T14:18:14Z,Sonika Looms And Crafts,Nice jokes,0,0
236,2020-10-11T13:21:34Z,Make With MEGMA,🔥👌👍,0,0
237,2020-10-11T10:58:08Z,Hotwheels Photography,beep with that head shake,0,0
238,2020-10-11T08:32:00Z,Radindu,Local Prof. Snape,0,0
239,2020-10-11T07:03:57Z,hex 殺し合い,kk,0,0
240,2020-10-11T07:03:32Z,Dhanvi Ashokan,I like that,0,0
241,2020-10-10T18:46:30Z,bahar zubair,Tere naam-jordan remake,0,0
242,2020-10-10T18:09:54Z,Stranger in this world,Legend<br><br><br><br>Dary,0,0
243,2020-10-10T10:18:44Z,Arjita Basu,This is awesomeeeeeeeeeeeeee!!!! 😂😂😂😂😂😂😂,0,0
244,2020-10-10T06:48:22Z,Andrew costa,Nasser&#39;s hair looks like trunks from DBZ..,0,0
245,2020-10-10T06:38:31Z,Ayesha Ahmed,Who is watching this in 2020?,0,0
246,2020-10-09T16:37:31Z,Advait Ghantasala,the baby cow in the background so startled lol,0,0
247,2020-10-09T15:00:05Z,anzbznxnxnxnx,Who is watching this in 2020😂,0,0
248,2020-10-09T07:49:40Z,Savage Panda,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m28s"">0:28</a> the goats didn’t see it coming",0,0
249,2020-10-08T17:33:41Z,Trishal M,Naser&#39;s reactions are epic😂😂😂,0,0
250,2020-10-08T14:21:50Z,Gaurav Passi,"Calf at <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m28s"">0:28</a>",0,0
251,2020-10-08T11:21:10Z,hehe,That subtle nod always gets me,1,0
252,2020-10-08T10:08:25Z,jyothi swaroop,"<a href=""https://youtu.be/SwWIxlLg4bw"">https://youtu.be/SwWIxlLg4bw</a> I make more relatable content but not famous.",0,0
253,2020-10-08T09:16:46Z,Vaishnavi VP,🤣🤣🤣lol..... 🤣🤣🤣🤣,0,0
254,2020-10-08T08:23:02Z,Born to do fun,Hehehehehe,0,0
255,2020-10-08T05:43:03Z,reena unnikrishna,that cow 😂😂,1,0
256,2020-10-08T01:57:46Z,Gaurav Tokse,Who&#39;s getting this in their recommendations after 3 years?,0,0
257,2020-10-07T20:07:51Z,Eternal night,Who else here in 2020 .,0,0
258,2020-10-07T18:26:38Z,Victoria Joan Johnson,The way those dogs ran in the last 🤣🤣🤣,1,0
259,2020-10-07T17:51:53Z,Rajath Nair,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m26s"">0:26</a> at least we finally know what Dinesh looks like 😂",103,8
259(1),2021-10-05T06:13:37Z,Shrikrishna Perumal,lol,0,0
259(2),2021-07-22T20:28:26Z,Rajath Nair,@Trick shot time it’s a joke,0,0
259(3),2021-07-22T07:32:55Z,Trick shot time,That's not him,0,0
259(4),2021-03-24T10:00:55Z,Sahana Deshpande,@BlazingNight no man Dinesh is imaginary,0,0
259(5),2021-03-17T09:56:33Z,BlazingNight,0:21 nah he is dinesh(the guy behind them),3,0
259(6),2021-01-25T03:06:56Z,Rajath Nair,@Dark Crusader dummy I was joking.,1,0
259(7),2021-01-25T03:00:07Z,Dark Crusader,He is a imaginary character not a real person,1,0
259(8),2020-10-25T15:06:15Z,Rajath Nair,Miraya Sandeep just a joke 😂...... but who knows??,1,0
260,2020-10-07T11:25:24Z,kore gopinath,Ohhhhhhhhhhhhhhhhhhhhhhhhhh <br><br><br><br><br><br><br>My god this is very short but reallyyyyyyyyyyyyyyyyuuyuyyyyyyyyyyy amazing,1,0
261,2020-10-06T17:00:33Z,Berlenius,just the way makes me go HAM AND MY MOUTH IS LIKE             WHAAAAAAAAAAAAAAAAAAAAAT?????????????????????????????,0,0
262,2020-10-06T14:30:44Z,Spectral Harsh,The news reporter should have said: Apparently the most incredible thing is <b>NASER&#39;S HAIR</b>,81,0
263,2020-10-06T14:08:34Z,Varsha Varsha,Indian&#39;s talent is the best forever.. who agrees,0,0
264,2020-10-06T09:11:36Z,Joe lou,"Your face isn&#39;t a mask,don&#39;t hide it.<br><br>“Your skin isn&#39;t paper, don&#39;t cut it <br>  <br>Your size isn&#39;t a book, don&#39;t judge it<br><br>Your life is not a film, don&#39;t end it”<br><br>This is not my words but shared to make people aware <br>Plz subscribe if possible<br>As I have promised my brother to have 1k subscribers soon <br>Anyways thanks for reading",0,0
265,2020-10-06T03:23:29Z,THE MOB,who had watch this more than  50 times,1,0
266,2020-10-05T09:46:12Z,SAMUEL AASISH,Although it was short video <br>It was funny,1,0
267,2020-10-05T08:50:01Z,Affan Akhter,it&#39;s been 3 years and it still makes me laugh 😂😂😂,3,0
268,2020-10-05T08:28:05Z,Shreya Sandeep,Nasser&#39;s hairstyle is soooooooooooooo funny and the way he shakes his head omg i laughed sooooooooooo much,0,0
269,2020-10-04T10:33:09Z,mohd nihal,very funny,0,0
270,2020-10-04T05:34:18Z,DӨӨM_ SLΛYΣЯ,nice hair bro,0,0
271,2020-10-01T12:11:01Z,Uddish Somvanshi,"The guy in the background <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=00m20s"">00:20</a>",1,0
272,2020-10-01T11:41:38Z,Samskar Editzz,😂😂😂,0,0
273,2020-09-30T15:23:00Z,Rekha Puvenna,It’s so funny when he breaks the pot😂😂😂😂,1,0
274,2020-09-30T12:30:08Z,SANJEEVI LAKSHMI,Nice machi😍,0,0
275,2020-09-28T14:57:49Z,Nurjahan B Laskar,Naser look like tere naame wale hair style,1,0
276,2020-09-26T19:38:36Z,Aarti Paradkar,This video never fails to make me laugh no matter how many times i watch it,2,0
277,2020-09-25T14:27:50Z,Yasin mahmud mirza Zoheb,Randomly got this recommended after 3 years also naser looks hilarious in that hairstyle😂😂,0,0
278,2020-09-23T11:44:29Z,Anshika playz,Super funny especially naser&#39;s hair,0,0
279,2020-09-22T15:12:58Z,Siraju KP,40 second video 3.5M views thats<br> JORDINDIAN,0,0
280,2020-09-22T08:48:46Z,THUSHARA SUBHASH,0 : 28 notice the cow lmao 😂😂,0,0
281,2020-09-21T17:13:33Z,Batman,its in my recommendation 2020😂,2,1
281(1),2020-09-22T01:50:16Z,UselessAnirudh,Yo we both are same😂😂,1,0
282,2020-09-21T12:11:09Z,san ju,🤣🤣🤣🤣,0,0
283,2020-09-17T05:47:29Z,Chicken Busters,LOL,0,0
284,2020-09-16T04:07:01Z,MUGDHA SONAR,Thug life 😎🤘,1,0
285,2020-09-14T16:45:58Z,Sparsh,ಠ ل͟ ಠ,1,0
286,2020-09-10T12:53:54Z,Yohann John,when ads are longer tha vids,0,0
287,2020-09-10T11:51:12Z,Vivaan Sudheer,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a>",0,0
288,2020-09-06T10:24:36Z,kïçk bõxér,That maari movie bgm🤣🔥,1,0
289,2020-09-06T07:39:18Z,sandeep das,For a second I thought what was Salim Merchant of the &#39;Salim Suleiman&#39; duo doing here 😂,0,0
290,2020-09-06T05:47:42Z,Yogesh Shivade,Naser... &quot;Tere Naam&quot; Style🙈😅🤣,0,0
291,2020-09-05T18:19:56Z,Practical Theory,I tap it before I flip it! 🤘,0,0
292,2020-09-04T14:33:36Z,ChutiyaBilla,Nasser with the fake Adidas shirt 🤣,7,0
293,2020-09-04T06:01:05Z,Bae LORD,Y is all the people think that all Indians wear lunki?,0,0
294,2020-09-02T04:33:19Z,Kushal_classico,"just a simple video makes me laugh ,super talent guru",0,0
295,2020-09-01T19:01:45Z,Eshan Dev,Main video was actually shorter than the outro....😂<br><br>It was great though....!!!!!,0,0
296,2020-08-30T21:25:48Z,user5315qwerty,How did i miss this 😂😂😂😂,0,0
297,2020-08-30T07:43:04Z,Asmita Majumdar,That is why I said India has every talent to show,0,0
298,2020-08-30T05:10:04Z,Faazil Abdullah,"<a href=""https://youtu.be/KJH0OYJ6uSw"">https://youtu.be/KJH0OYJ6uSw</a>",0,0
299,2020-08-27T08:18:47Z,Naythan Shibu,So funnyyyyyyyyy,0,0
300,2020-08-26T06:14:48Z,Vishnu Kashyap,"That calf at <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m28s"">0:28</a> 😂😂",0,0
301,2020-08-24T22:19:13Z,squishy lemon,An addidas shirt and a longi,0,0
302,2020-08-24T05:35:54Z,Tabby girl,Lastt run🔥🔥🔥😂😂😂😂😂,0,0
303,2020-08-21T05:47:03Z,मुरलीधर सिंह,What&#39;s his name the one with 👓 <br>The way he shakes his head  is 🤟,0,0
304,2020-08-20T09:04:05Z,Vaishnavi S Joshi,"I understand y Naser is showing attitude, but y vineeth??😂😂",1,0
305,2020-08-20T06:30:57Z,PDM naseem,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m27s"">0:27</a> the calves were freaking out...XD",1,0
306,2020-08-18T13:45:10Z,Rachael Dawson,🤣🤣🤣🤣🤣soooooo funny,0,0
307,2020-08-18T04:49:52Z,RANDOM GUY,It&#39;s radomly pops up in my timeline 😆❤ but i love it,1,0
308,2020-08-17T18:19:46Z,Heidi J. Sam,august 2020?,0,0
309,2020-08-17T03:51:59Z,Logesh Murugesh,Always lungi is best for mens ......yenna gethu machi .....jordindian kalakaraa.....south indians nangaa,0,0
310,2020-08-16T16:21:25Z,Car craze show,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m27s"">0:27</a><br><br>If it would be me I would be like <br>Arey chapal utake attack karunga kidar ja rahe ho!!!! <br>Translate to English <br>I will take my shoe and attack you were are you going come back!!!!",5,0
311,2020-08-16T12:18:12Z,D3V,this is typical indian......................,0,0
312,2020-08-16T04:25:52Z,Rajesh Interpretations,🤣,0,0
313,2020-08-15T17:17:59Z,Aneesh Patil,"Even though naser flipped the bottle, vineeth is acting as if he did it.....",397,5
313(1),2021-08-22T17:18:50Z,MOHD   @BDULL@H   :),Yeahhhhhhh,0,0
313(2),2021-08-21T10:48:24Z,Tressy Lobo,Pot,3,0
313(3),2021-06-25T14:36:14Z,pjb c,bro it is not a bottle,4,0
313(4),2021-03-18T12:10:03Z,Samyuktha S,Not bottle😂😂,6,0
313(5),2020-10-12T15:37:44Z,ok yar exe,😂😂😂,5,0
314,2020-08-14T06:41:16Z,dashbibhudatta878,Naser don&#39;t have that hairstyle again..,0,0
315,2020-08-14T05:05:06Z,Vignesh G,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m18s"">0:18</a> and <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a>- That &quot;kadalayea illayam&quot; reaction.",4,0
316,2020-08-14T01:03:31Z,Radical Toxic,India ppl: what kind of stupidity is this?,1,0
317,2020-08-13T13:10:45Z,Naveen Daniel,dude perfect,0,0
318,2020-08-13T12:32:09Z,adi_GamerYT,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,0
319,2020-08-12T18:28:56Z,Kashyap Datta,YouTube: yes now is the perfect time,0,0
320,2020-08-12T17:17:59Z,Avii,Indians are most talented but we don&#39;t like show-off 😎😎😎😎,0,0
321,2020-08-12T11:57:39Z,Archana Ghuge,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m21s"">0:21</a> ur luck",1,0
322,2020-08-12T01:38:40Z,Nafad Sinan,😂😂😂,0,0
323,2020-08-11T12:07:09Z,Veer Mehta,I love this video!!!!!,0,0
324,2020-08-11T09:13:09Z,:D,One of the best video of jordian we want more,0,0
325,2020-08-11T02:17:09Z,Nandha Kishor,Where legends started their journey,0,0
326,2020-08-10T15:53:23Z,Amit Patil,Bro that calf at the end 😂😂😂😂😂😂😂😂😂😂😂,0,0
327,2020-08-10T12:10:50Z,Once upon a time,I&#39;m getting relaxed,0,0
328,2020-08-10T10:40:39Z,Swayam Joshi,ngl but that hairstyle needs to come back in new videos,0,0
329,2020-08-10T04:49:32Z,Venu Madhav,Anyone during quarantine ?,1,0
330,2020-08-09T10:10:49Z, Void,this is the shortest video I&#39;ve seen of Jordindian,0,0
331,2020-08-09T06:06:05Z,Heavenly Light,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m10s"">0:10</a> wow",0,0
332,2020-08-08T13:11:58Z,the onlywab,Binod,0,0
333,2020-08-08T05:31:55Z,Disha C,😂😂😂😂😂😂,0,0
334,2020-08-07T16:48:10Z,Gaurav Gupta,It&#39;s like everyday YouTube recommend me this video and every day I watch it... 😁,0,0
335,2020-08-07T15:03:02Z,Nagendra Nayak,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m20s"">0:20</a> the guy in background thinking. yeen huch nan maklu, kodpana na koltavre",0,0
336,2020-08-07T12:56:32Z,Jujhar Singh,I love your vids,1,0
337,2020-08-06T23:44:28Z,Kruthi Kanj Singh Rathod,"This 3 year old video just made my day today, thank you Shaktiman 😜",6,0
338,2020-08-06T17:37:08Z,Anishma,nazer ur great👏👏🎉🎉,1,0
339,2020-08-06T15:39:29Z,yogesh waran,I can imagine how many times you guys flip the mug and plastic pot for a correct shot. But I am sure It&#39;s a single take for the final one😁😁😁,0,0
340,2020-08-06T13:53:21Z,Hemalatha Hemalatha,the guy who went after them: mera pot! paisa dena padega cheta!,0,0
341,2020-08-04T15:59:26Z,Waris Hussain,3 years later but this video still hits soo hard I-😂😂😂😂,5,1
341(1),2022-08-19T15:36:47Z,wordsmith,Same here bro,0,0
342,2020-08-04T08:34:53Z,Shreyas Deshpande,"What is this, Indians in India are spoiling India name. That shuts ridiculous",0,1
342(1),2020-08-04T15:50:52Z,shush,Ever heard of something called as a joke,1,0
343,2020-08-04T05:43:57Z,charan raj,"This video came in my feeds today after 3 year., Ohhhh bhaaiiii YouTube you made me laugh a lot thank you.",0,0
344,2020-08-04T03:00:23Z,Aditya Sajeev,That poor Calf,0,0
345,2020-08-03T18:50:17Z,Teeta Ngm,I die,0,0
346,2020-08-03T15:46:26Z,Ishaan Pandey,Hahahahahahhaah 😂 😂 😂 😂 😂,0,0
347,2020-08-03T15:20:48Z,Shaikh Family,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=26m00s"">26:00</a>",0,0
348,2020-08-03T12:41:50Z,Varsha Jain,My god 🤣🤣🤣🤣,0,0
349,2020-08-03T07:40:09Z,Jello,That hair looks like as if you woke up in the morning 🤣🤣🤣😂😂,1,0
350,2020-08-03T07:16:26Z,Sudhakar Joshi,25% of the video is the outro only!!!!!<br>🤣🤣🤣🤣🤣🤣,1,0
351,2020-08-02T12:07:48Z,joshua nithin,0 : 23 background man shouting  . 🤣🤣🤣,0,0
352,2020-07-31T22:48:22Z,Sanatan World 🌍🚩,Bro u r legend,0,0
353,2020-07-30T15:03:16Z,J B,Its hilarious and sad at the same time. Hope folks feel what yall saying.,1,0
354,2020-07-29T18:27:01Z,ᗩᗪITᕼ,Indians da!,0,0
355,2020-07-28T23:25:05Z,-Sunny Times-,Sooo funny,0,0
356,2020-07-28T21:39:33Z,Kenneth john,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m27s"">0:27</a> that calf got scared AF😳😂",0,0
357,2020-07-28T12:38:10Z,Tharunprasad NM,Anybody in lockdown,0,0
358,2020-07-27T14:44:33Z,DHANUSH,I&#39;m exhausted.,0,0
359,2020-07-27T12:14:36Z,GamingFINE,This really shows that YouTube was the OG TikTok,0,0
360,2020-07-27T09:17:56Z,Urmita Dey,Don&#39;t know why i am addicted in this video 😂,0,0
361,2020-07-27T04:12:11Z,vxs creation,😂😂😂😂😂😂😂,0,0
362,2020-07-24T14:51:44Z,junaid khan,Most watched video ...,0,0
363,2020-07-23T13:00:21Z,Harshavardan Sarvanan,Can&#39;t stop laughing. Watched it 10 times. 🤣🤣,8,0
364,2020-07-23T10:00:52Z,Crafted,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m23s"">0:23</a> Man is cursing at back",0,0
365,2020-07-23T06:24:11Z,Amrita Gupta,"Beeps expression at <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a>  😂😂🤣",1,0
366,2020-07-22T23:41:26Z,Pavan Kalyan Neerukonda,Released almost 3 years ago and I still crack up while watching this,23,0
367,2020-07-22T18:53:36Z,Rain Drops,😂😂😂😂😂oh dear...,1,0
368,2020-07-22T13:01:41Z,Bhu Pop,Who is watching these video in lockdown,6,0
369,2020-07-22T08:00:40Z,JS Dawood Ahmed,Nasir fans hit the like,0,0
370,2020-07-20T14:25:06Z,ALMELU .n,Naser flipped it really 👏👏👏👏👏👏it was the jordindians best video,1,0
371,2020-07-19T09:09:32Z,Nido Talen,Cheeranjeevi and Sallu in their older days.!!!!. .🤣🤣...,0,0
372,2020-07-18T05:21:21Z,Saravanan A,The Pot 😂🤣😂😂,0,0
373,2020-07-17T13:02:00Z,𝙈𝙤𝙘𝙝𝙞 𝙜𝙞𝙧𝙡,The way naser shakes his head after each scene got me😂😂,20,0
374,2020-07-16T21:12:50Z,Surya Tejas,You guys have come a long way. <br>👌Yella Chumma kizhi👌,0,0
375,2020-07-16T12:58:56Z,Cold Barrel,Wha,0,0
376,2020-07-16T07:51:31Z,Katze,😂😂😂😂,0,0
377,2020-07-16T06:49:53Z,Abdullah Akmall,Lol Indian people will be funny if they be funny 😂,0,0
378,2020-07-15T02:59:23Z,Kishore M Kaniyan,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m08s"">0:08</a> mother of Arya Stark ??",0,0
379,2020-07-14T15:37:09Z,SHA EDITZ,Thats how it all started🤣🤣🤣😎😎😎,0,0
380,2020-07-11T17:06:42Z,Dave Palamadai,that was funny. the guys reaction after they broke that bottle tho.,0,0
381,2020-07-11T05:03:59Z,K M Grace,Hilarious🤣🤣🤣🤣🤣,0,0
382,2020-07-10T11:24:14Z,Vaideeswaran J,its the funniest and shortest video,0,0
383,2020-07-06T13:01:12Z,Nikhil Karkala,This is the best,0,0
384,2020-07-06T13:00:42Z,Nikhil Karkala,See that  cow,0,0
385,2020-07-04T11:32:37Z,Jasbeer Begum,Imagine if they flipped a 🐄 cow,0,0
386,2020-07-03T12:31:21Z,Jessie Godwin,M big fan of nasar reactions,0,0
387,2020-07-03T11:17:37Z,Sravanthi Jagannadham,🤣🤣,0,0
388,2020-06-30T15:40:50Z,HistorVical,"Very Funny <a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m24s"">0:24</a>",0,0
389,2020-06-30T08:30:50Z,Sarika Potdar,Nice one aye,0,0
390,2020-06-28T16:59:32Z,ArJuN xyz,The golden age when nasser had long hair,2,0
391,2020-06-28T04:24:09Z,Geetha Gopalakrishnan,Great job,0,0
392,2020-06-27T10:57:58Z,The Cool Mapper,😂😂😂😂😂😂😂😂😂😆😆😆😆😆😆😆🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,0
393,2020-06-27T10:11:52Z,B.M Meghashree,Please make a video on neet... MHRD and news channel telling about neet date is postponed or not<br>Hit like if you guys want this content video...,1,0
394,2020-06-25T10:43:01Z,Vinit Kumar,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m22s"">0:22</a> the guy in the background is like ...am gonna flip these guys....",0,0
395,2020-06-23T11:25:26Z,Safiulla Sharieff,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m32s"">0:32</a> at 1.75 speed👏🏻",450,20
395(1),2021-04-20T07:28:09Z,Earlybird's Miraculous Stories,Lol,0,0
395(2),2021-04-06T10:15:47Z,Disha Dhouliyan,listen jordindian in 0.25,1,0
395(3),2021-03-29T09:37:20Z,Jeremy James,Nice 😀👍🏼,0,0
395(4),2021-03-28T14:30:44Z,Adittya Gakhar,Honey Singh vol. 1 ¯\_(ツ)_/¯,0,0
395(5),2021-01-12T13:30:44Z,Soham Patil,And at 0.75x.....”Mashalla mashalla”,0,0
395(6),2020-12-12T10:04:27Z,MITHUN 007,Test in slow bbbb,1,0
395(7),2020-12-04T11:28:34Z,Silver Sperm,Now listen at 0.25,3,0
395(8),2020-11-30T12:54:06Z,LOGESH R,0:75 it's like song from American movies when they shows middle East county,1,0
395(9),2020-11-25T07:36:23Z,Gowrav K S,@Mayank Raj Chauhan welcome 👍,2,0
395(10),2020-11-25T07:07:17Z,Mayank Raj Chauhan,@Gowrav K S thank you very much,1,0
395(11),2020-11-25T07:07:07Z,Mayank Raj Chauhan,@Gowrav K S thank you very much bro I was searching for cat polka for more than a month but i was not knowing its name,3,0
395(12),2020-11-25T06:53:24Z,Gowrav K S,THAT SOUNDS LIKE THE CAT POLKKA MEME,3,0
395(13),2020-10-21T06:16:10Z,Mayank Raj Chauhan,🤣🤣🤣 nailed it bro,2,0
395(14),2020-10-19T14:01:20Z,Arun Chandran,Sounds like thabla...,2,0
395(15),2020-10-11T12:16:37Z,I Avoid To Reply To Fools!🙄,Its a new music now👌,1,0
395(16),2020-10-05T10:28:01Z,Dhilipan s,Love it,1,0
395(17),2020-09-22T03:38:27Z,Safiulla Sharieff,MDATS killmachine that’s true..,3,0
395(18),2020-09-21T10:24:51Z,MD A,Secrets of the universe,19,0
395(19),2020-09-01T08:38:28Z,Madhuchhanda Jena,It still sounds good,26,0
395(20),2020-08-23T15:18:30Z,Dhruv level,Hehe,9,0
396,2020-06-21T16:23:25Z,Anita Tallavajhala,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m28s"">0:28</a> poor calf got scared!😅",0,0
397,2020-06-16T18:51:02Z,CLICKZY Edits,Hahahahahahahahahhahahahahhahahahaahahahahhahahahahahahahhahahahahahahahahahaahahahhaahhahahaah,0,0
398,2020-06-13T06:04:56Z,NO NAME,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m29s"">0:29</a> look the cow gets scared🤣🤣🤣",0,0
399,2020-06-12T16:21:45Z,Vanraj Dharva,😂🤣🤣🤣,0,0
400,2020-06-12T15:21:14Z,layola,So funny 😂😂😂😂🥺,0,0
401,2020-06-12T05:55:23Z,Dev Malviya,"This video has become a legend , old is gold＼(°o°)／",0,0
402,2020-06-10T09:43:56Z,Chethan R,Small but big smile,0,0
403,2020-06-09T08:43:25Z,Atharva Saraf,Damn that matka water flip was dope imagine how many matkas got &quot;Shahid &quot;,1,0
404,2020-06-06T09:26:18Z,AnuH,JordIndian made my QUARANTINE days better,1,0
405,2020-06-05T16:22:25Z,ycodex,Chappal flip at the end😂,0,0
406,2020-06-04T20:43:17Z,Sona Gooljar,Beep reactions to good 😂😂😂😂,0,0
407,2020-06-03T06:17:09Z,mani 03,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m25s"">0:25</a>  that sound 🏺🤣🤣",15,0
408,2020-06-02T05:58:30Z,Pramoth Chakaravarthy,Naser hairstyle 🤣🤣🤣🤣🤣,0,0
409,2020-06-02T04:06:56Z,Sangam Abbimutt,This sooo hilarious......,0,0
410,2020-06-01T04:42:56Z,Gulab Jamun,"<a href=""https://www.youtube.com/watch?v=7Mj8KEta4T8&amp;t=0m27s"">0:27</a><br>That calf got shit scared!!!😂😂😂😂",0,0
411,2020-05-31T17:30:40Z,PinKY RajBanC,Small cow run,0,0
